"Outcome_M9","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_3","Cat_4","Quan_18","Cat_349","Cat_359","Quant_24","Quant_25","Cat_469","Cat_470","Cat_494","Quan_27"
500,6800,30,2727,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,21,667,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
500,5800,61,575483,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,21,28,11.0857142857143,0,0,44,44,0,0,0,0
2000,8800,100,561962,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,28,36,11.0857142857143,0,0,72,72,2,0,0,0
500,8100,60,412632,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,32,50,11.0857142857143,0,0,18,18,0,0,0,0
500,8500,88,643979,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,20,87,8,0,0,112,112,2,0,0,0
500,7600,40,1951543,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,30,39,11.0857142857143,0,0,32,32,0,0,0,0
2000,8100,127,29197,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,75,125,11.0857142857143,0,0,11,11,2,0,0,0
500,5500,53,33,1,0,0,1,0,21,702,11.0857142857143,0,0,24,24,0,0,0,0
500,7700,88,385016,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,38,380,11.0857142857143,0,0,60,60,2,0,0,0
500,4900,47,445190,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,120,192,11.0857142857143,0,0,53.1466275659824,4,0,0,0,0
6000,7900,101,1416697,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,89,139,11.0857142857143,0,0,76,76,2,0,0,0
2000,9200,124,752566,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,23,32,11.0857142857143,0,0,19,19,2,0,1,0
2000,7300,92,94900,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,113,495,8,0,0,55,55,0,0,0,0
500,5700,31,67012,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,21,434,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
500,6900,30,1183119,53,4,32,13,1,32,1009,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
500,6500,13,109982,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,50,69,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
500,6800,95,38152,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,97,545,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
500,5800,30,195081,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,240,291,11.0857142857143,0,0,2,2,0,0,0,0
2000,6700,68,694809,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,366,622,11.0857142857143,0,0,53.1466275659824,6,0,0,1,0
500,8000,85,233416,57,26,12,41,22,165,566,11.0857142857143,0,0,8,55.7813504823151,0,0,0,0
2000,7100,83,477063,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,10,19,11.0857142857143,0,0,30,30,0,0,0,0
500,6600,97,405694,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,252,730,11.0857142857143,0,0,3,22,0,0,1,0
3000,8800,62,28203,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,32,52,11.0857142857143,0,0,30,30,0,0,0,0
2000,7400,116,850888,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,339,571,11.0857142857143,0,2,53.1466275659824,55.7813504823151,2,0,1,0
3000,9100,88,262738,13,3,1,7,2,23,32,11.0857142857143,0,0,35,35,0,0,0,0
500,6000,25,366857,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,394,680,11.0857142857143,0,0,53.1466275659824,17,0,0,0,0
500,6500,18,642619,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,107,174,11.0857142857143,0,0,20,20,0,0,0,0
NA,7600,47,300522,22,13,0,17,10,641,203,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,5400,7,440417.6367713,1,1,0,1,1,670,1375,11.0857142857143,0,0,2,55.7813504823151,0,0,0,0
NA,5600,28,29,4,1,0,4,1,408,1536,11.0857142857143,0,0,44,44,0,0,1,0
2000,7900,37,440417.6367713,5,0,0,3,0,23,32,11.0857142857143,0,0,39,39,0,0,0,0
NA,4700,92,90054,23,14,0,7,3,136,218,11.0857142857143,0,0,3,55.7813504823151,0,0,0,0
NA,7300,57,469247,16,6,2,14,6,51,497,11.0857142857143,0,0,63,63,0,0,0,0
NA,5000,52,14073,11,3,4,9,3,234,20,11.0857142857143,0,0,3,55.7813504823151,0,0,0,0
NA,8000,44,985658,69,31,9,46,23,114,206,11.0857142857143,0,0,53.1466275659824,9,0,0,1,0
15000,6400,39,1759054,187,14,132,39,10,114,1138,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,6000,31,53952,0,0,0,0,0,116,1539,11.0857142857143,0,0,53.1466275659824,6,0,0,0,0
NA,7000,76,7696,33,3,3,25,3,79,278,11.0857142857143,0,0,4,4,0,0,0,0
500,6900,87,16594,6,2,1,6,2,142,543,4,0,0,53.1466275659824,55.7813504823151,0,0,0,0
3000,7300,63,97852,39,12,12,30,11,542,1397,11.0857142857143,0,0,90,90,0,0,0,0
NA,4600,6,440417.6367713,1,0,0,1,0,709,1473,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,6987.22826086957,2,235853,5,2,1,5,2,486,898,11.0857142857143,0,0,8,8,0,0,0,0
2000,8700,132,862604,126,63,20,83,46,386,656,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,8000,87,5758,18,7,5,12,3,86,640,11.0857142857143,0,0,140,55.7813504823151,0,0,1,0
NA,8200,49,1602,7,5,0,4,2,714,1483,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,6300,65,47075,4,2,0,2,2,183,1366,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
2000,6300,60,127967,17,7,6,13,7,107,264,11.0857142857143,0,0,10,10,0,0,0,0
500,8700,84,28006,15,3,7,11,3,142,225,8,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,6100,53,18465,17,8,2,12,6,131,18,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,6300,40,53952,0,0,0,0,0,116,1539,11.0857142857143,0,0,53.1466275659824,6,0,0,0,0
NA,9400,102,1139542,106,43,13,72,31,336,565,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,8700,46,284933,11,4,2,9,3,308,470,11.0857142857143,0,0,4,4,0,0,1,0
500,7100,96,6532,11,5,0,6,4,399,693,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,7800,19,440417.6367713,1,1,0,1,1,449,833,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,8600,16,635758,11,5,2,6,3,308,1490,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
500,7000,76,309164,41,16,5,34,16,423,753,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
500,5900,82,33837,13,3,0,8,3,232,305,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,8100,79,23277,22,6,2,17,5,706,243,16,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,7000,44,65248,4,2,0,4,2,362,30,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,7700,36,241220,18,1,5,12,1,542,763,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,9300,33,1729826,66,30,2,41,20,1,1,11.0857142857143,0,0,20,55.7813504823151,0,0,1,0
3000,9400,97,169441,64,29,11,47,27,553,273,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,5700,78,167598,4,1,0,2,1,658,1347,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,8900,111,105605,38,22,2,24,13,370,628,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,6300,23,39964,8,2,2,4,2,722,1503,11.0857142857143,0,0,8,8,0,0,0,0
NA,4700,10,440417.6367713,0,0,0,0,0,50,1130,11.0857142857143,0,0,9,9,0,0,1,0
500,7000,91,93023,25,9,0,15,5,345,1105,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,3500,3,135717,7,2,0,2,1,545,1543,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,7400,64,9596,1,0,0,1,0,586,1084,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,6300,13,440417.6367713,4,0,1,2,0,700,1515,11.0857142857143,0,0,10,10,0,0,0,0
500,4900,25,23286,14,2,1,5,2,403,371,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,8200,28,171279,102,27,53,37,21,30,51,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,7800,53,440417.6367713,4,2,0,3,1,583,199,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,9500,105,1729826,62,28,2,41,20,1,1,11.0857142857143,0,0,20,55.7813504823151,0,0,1,0
NA,8000,32,346384,14,1,2,11,1,206,1083,11.0857142857143,0,0,53.1466275659824,2,0,0,0,0
2000,7400,80,132449,33,17,4,19,10,236,193,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,8300,3,275,13,8,1,13,8,67,432,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,7200,76,44828,19,10,3,15,8,111,686,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,7700,22,621939,39,7,8,23,7,265,1471,11.0857142857143,0,0,33,33,0,0,1,0
2000,4900,116,382119,68,32,12,42,21,254,535,11.0857142857143,2,2,53.1466275659824,55.7813504823151,0,0,1,0
NA,7800,73,17777,10,1,0,8,1,272,1466,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,8000,43,621939,41,8,9,25,8,265,1471,11.0857142857143,0,0,33,33,0,0,1,0
6000,9400,112,169441,58,27,11,44,25,553,273,2,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,7600,63,9596,1,0,0,1,0,586,1084,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,8100,69,671633,50,36,4,30,25,13,623,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
500,5400,25,489,7,3,1,5,3,540,1004,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
3000,7400,72,97852,41,13,9,28,12,542,1397,11.0857142857143,0,0,90,90,0,0,0,0
NA,8400,77,5293,1,1,0,1,1,142,1010,11.0857142857143,0,0,24,24,0,0,0,0
500,8300,107,3247,28,6,4,12,4,72,1132,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,7800,49,1043453,97,45,14,66,34,30,39,11.0857142857143,0,0,32,32,0,0,1,0
NA,8800,60,284933,12,4,2,10,3,308,470,11.0857142857143,0,0,4,4,0,0,1,0
NA,8300,80,987149,41,15,4,24,11,109,176,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,7700,53,467004,13,6,1,9,4,100,156,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,8000,86,985658,63,30,8,45,22,114,206,11.0857142857143,0,0,53.1466275659824,9,0,0,1,0
NA,8900,51,357567,51,21,12,31,16,4,6,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,6987.22826086957,62.2247644683715,440417.6367713,0,0,0,0,0,252,1133,11.0857142857143,0,0,53.1466275659824,4,0,0,0,0
NA,6600,35,444809,20,1,7,12,1,21,1540,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,6400,50,597696,28,15,6,23,13,733,40,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
500,7000,87,93023,26,9,0,16,5,345,1105,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
500,6800,115,309164,42,18,5,35,17,423,753,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,6100,57,10916,3,1,0,3,1,348,590,11.0857142857143,0,0,8,55.7813504823151,0,0,0,0
2000,6400,13,1759054,50,11,11,25,7,114,1138,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,4700,70,14073,12,3,4,9,3,234,20,11.0857142857143,0,0,3,55.7813504823151,0,0,0,0
500,7700,101,5935,39,4,6,10,3,78,128,11.0857142857143,0,0,33,66,2,0,0,0
500,7200,108,81138,28,12,3,21,11,109,582,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,7200,30,469247,14,6,2,13,6,51,497,11.0857142857143,0,0,63,63,0,0,0,0
NA,4600,38,6661,9,3,0,6,2,243,244,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,7500,54,18582,3,0,0,2,0,742,1542,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
500,3000,7,23286,2,2,0,2,2,403,371,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
500,5100,86,382119,66,32,9,42,21,254,535,11.0857142857143,2,2,53.1466275659824,55.7813504823151,0,0,1,0
NA,8700,44,4692569,143,68,7,100,45,551,11,18,0,0,53.1466275659824,55.7813504823151,0,0,1,0
500,6000,12,216245,11,3,3,8,3,251,1230,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,4400,42,6661,12,3,1,6,2,243,244,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,9000,64,233160,27,14,6,19,13,32,48,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
2000,8300,125,58238,196,24,123,171,14,323,536,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
500,6200,20,8229,2,1,0,2,1,21,1470,11.0857142857143,0,0,4,4,0,0,0,0
2000,7500,97,132449,36,19,5,21,11,236,193,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,7200,75,225894,36,13,3,21,11,136,533,11.0857142857143,0,0,4,4,0,0,0,0
NA,7800,23,440417.6367713,2,1,0,2,1,300,644,11.0857142857143,0,0,33,33,0,0,1,0
500,7200,92,81138,27,11,4,20,10,109,582,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,8500,41,1480378,101,58,8,57,35,35,46,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,5800,61,18465,16,8,2,12,6,131,18,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,7100,63,65248,2,2,0,2,2,362,30,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,7100,73,440417.6367713,2,1,0,2,1,300,644,11.0857142857143,0,0,33,33,0,0,0,0
500,7000,89,6532,11,5,0,6,4,399,693,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,8300,37,171279,131,28,79,103,22,30,51,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,6987.22826086957,62.2247644683715,275,17,10,1,17,10,67,432,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,8400,64,1480378,95,50,10,56,29,35,46,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
500,8700,114,28006,11,3,3,9,3,142,225,8,0,0,43,43,0,0,1,0
NA,6800,58,15055,2,1,0,1,0,329,34,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
500,5200,9,2,3,0,0,1,0,270,854,11.0857142857143,0,0,15,55.7813504823151,0,0,1,0
5000,8600,85,243024,91,36,21,66,33,185,104,11.0857142857143,0,0,27,27,0,0,1,0
NA,5200,81,670,1,0,0,1,0,541,1008,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
NA,8100,56,1602,12,5,0,4,2,714,1483,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,1,0
NA,6500,45,15055,4,1,0,1,0,329,34,11.0857142857143,0,0,53.1466275659824,55.7813504823151,0,0,0,0
2000,4500,6,144409,13,0,7,4,0,499,1491,11.0857142857143,0,0,12,12,0,0,0,0
