"Outcome_M3","Date_1","Quan_1","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_3","Cat_4","Quan_16","Quan_18","Cat_110","Cat_204","Cat_216","Cat_349","Quant_24","Cat_467","Cat_469","Cat_470","Cat_494","Cat_498","Quan_27","Day_Of_Year_1"
2000,1758,456200,6500,54,37635,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"100","155",6,11.0857142857143,"2","0","0","0",8,"0","0","0","0","0",0,114.375
2000,2352,1684000,6900,45,216645,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30","266",14,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,343.125
3000,2177,1467500,7000,58,670326,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"107","264",6,11.0857142857143,"0","0","0","0",8,"0","0","0","0","0",0,168.125
500,2065,281900,6100,42,77366,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"143","226",9.45927601809955,11.0857142857143,"2","0","0","0",33,"0","0","0","0","0",0,56.125
8000,2478,918600,8800,99,332670,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"33","384",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","2","0","0","0",0,103.875
500,2515,981000,7100,35,149470,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"15","366",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,140.875
2000,1949,890700,6400,96,746269,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8","18",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","2","0","0","0",0,305.375
500,2492,1864300,4600,3,38595,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"244","395",9.45927601809955,11.0857142857143,"0","2","0","0",6,"0","0","0","0","0",0,117.875
500,2898,1797300,7300,85,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"268","586",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,158.625
500,1918,206100,6400,29,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"97","182",2,11.0857142857143,"0","0","0","0",12,"0","0","0","0","0",0,274.375
3000,2164,525000,6800,21,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"77","329",9.45927601809955,11.0857142857143,"0","0","2","0",53.1466275659824,"0","0","0","0","0",0,155.125
2000,2856,2657500,5700,13,13798,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"140","222",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,116.625
3000,3241,3792300,7600,55,440417.6367713,14,5,8,7,1,"32","1354",4,11.0857142857143,"0","0","2","0",53.1466275659824,"0","0","0","0","0",0,136.375
3000,3181,2175300,7100,58,327817,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"180","546",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","2","0","0","0",0,76.375
500,2653,1231000,8000,79,143718,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"141","572",12,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","0","0",0,278.875
3000,1659,356000,7900,61,652377,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30","51",2,11.0857142857143,"0","0","2","0",119,"0","0","0","0","0",0,15.375
2000,2434,850500,7200,61,606019,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"268","431",2,11.0857142857143,"2","0","0","0",3,"0","2","0","0","0",0,59.875
500,3346,4308600,6900,39,73049,4,1,1,3,1,"304","1388",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,241.375
3000,3243,2301100,6987.22826086957,1,224077,80,6,67,4,1,"357","1166",8,11.0857142857143,"3","0","0","0",53.1466275659824,"0","0","0","1","0",0,138.375
6000,2450,1804500,7200,105,856200,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"247","399",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","1","0",0,75.875
6000,2268,1588000,8200,101,743429,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","189",16,16,"2","0","0","0",53.1466275659824,"1","2","0","1","0",0,259.125
15000,2782,1332300,8400,63,1649272,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30","39",2,11.0857142857143,"0","0","2","0",32,"0","0","0","0","0",0,42.625
3000,2268,655100,8200,50,743429,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","189",14,14,"2","0","0","0",53.1466275659824,"1","2","0","1","0",0,259.125
2000,2723,2492900,7800,106,343410,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"238","389",4,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","1","0",0,348.875
3000,3172,3518300,8900,37,440417.6367713,12,5,5,5,4,"70","1168",9.45927601809955,11.0857142857143,"3","0","0","0",53.1466275659824,"0","0","0","0","0",0,67.375
500,2884,1578000,6600,9,440417.6367713,1,0,0,1,0,"46","677",8,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,144.625
500,3367,2671700,5500,52,440417.6367713,40,11,5,19,9,"138","1152",9.45927601809955,11.0857142857143,"2","0","0","0",6,"0","0","0","0","0",0,262.375
2000,1904,192800,7900,53,58806,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"101","158",9.45927601809955,11.0857142857143,"0","0","0","0",22,"0","2","0","0","0",0,260.375
3000,2142,1263700,6500,79,529465,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"39","252",8,8,"2","0","0","0",53.1466275659824,"0","0","0","0","0",0,133.125
500,1890,192800,6700,66,503559,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"29","37",2,11.0857142857143,"0","0","0","0",36,"0","0","0","0","0",0,246.375
2000,2085,1080000,6900,29,396498,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"160","251",8,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,76.125
16000,3192,3518300,8600,92,1172663,36,13,17,7,5,"32","48",22,11.0857142857143,"0","0","2","0",53.1466275659824,"1","2","0","0","0",0,87.375
5000,2023,950000,8100,44,438659,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30","51",2,11.0857142857143,"0","0","2","0",119,"0","0","0","0","0",0,14.125
19000,3206,3570700,7300,100,872255,76,33,26,37,24,"35","260",24,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","0","0",0,101.375
5000,3367,2671700,8500,84,169907,60,20,24,45,16,"424","754",12,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","1","1",0,262.375
2000,3241,3792300,5300,10,176797,3,0,0,3,0,"403","1234",9.45927601809955,11.0857142857143,"4","0","0","0",13,"0","0","0","0","0",0,136.375
2000,2471,1864300,6300,73,35887,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"236","387",12,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,96.875
3000,2100,1139100,6100,70,215765,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"183","18",9.45927601809955,11.0857142857143,"2","0","0","0",14,"0","0","0","0","0",0,91.125
2000,2268,655100,8100,96,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"90","140",50,11.0857142857143,"0","0","0","0",15,"0","0","0","0","0",0,259.125
500,3171,2175300,7600,63,4538,7,2,2,2,1,"385","655",4,11.0857142857143,"3","0","0","0",53.1466275659824,"0","0","0","0","0",0,66.375
500,3101,3311300,4700,55,13632,1,0,0,1,0,"477","85",2,11.0857142857143,"3","0","0","0",53.1466275659824,"0","0","0","0","0",0,361.625
500,3220,2215700,4000,7,98168,0,0,0,0,0,"140","222",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,115.375
500,2093,301200,7300,6,119498,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"127","202",14,11.0857142857143,"0","0","0","0",33,"0","0","0","0","0",0,84.125
2000,2345,784400,7600,51,384726,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"38","380",9.45927601809955,11.0857142857143,"2","0","0","0",60,"0","0","0","0","0",0,336.125
500,2765,2525600,6200,89,1564,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"300","644",8,11.0857142857143,"0","0","0","0",22,"0","0","0","0","0",0,25.625
2000,3374,4308600,6000,42,55669,35,16,10,18,10,"12","1362",16,11.0857142857143,"0","0","0","0",92,"0","0","0","0","0",0,269.375
26000,2849,1463400,9000,82,802286,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","48",20,11.0857142857143,"0","0","2","0",544,"1","2","0","1","0",0,109.625
500,2772,1332300,4300,48,108948,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"251","672",9.45927601809955,11.0857142857143,"2","0","0","0",16,"0","0","0","0","0",0,32.625
8000,1421,52200,8300,110,870647,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","40",4,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","0","0",0,142.625
2000,2302,1618300,5600,60,331563,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"64","360",2,11.0857142857143,"0","0","2","0",81,"0","0","0","0","0",0,293.125
2000,3234,2301100,6400,24,440417.6367713,27,3,3,6,0,"180","285",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,129.375
8000,1680,379300,8400,144,1173440,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"23","30",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","2","0","0","0",0,36.375
500,2807,2617100,6400,4,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"420","739",9.45927601809955,11.0857142857143,"2","0","0","0",53.1466275659824,"0","0","0","0","0",0,67.625
11000,1883,805400,7800,43,697011,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","5",2,11.0857142857143,"0","0","2","0",53.1466275659824,"0","0","0","0","0",0,239.375
2000,2065,994700,7700,90,75621,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"135","217",9.45927601809955,11.0857142857143,"0","0","0","0",5,"0","0","0","0","0",0,56.125
23000,1778,31600,8600,121,1399606,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"79","129",40,11.0857142857143,"2","0","0","0",53.1466275659824,"0","2","0","0","0",0,134.375
6000,2618,1210500,8900,44,907439,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"77","127",2,11.0857142857143,"0","0","2","0",53.1466275659824,"0","0","0","0","0",0,243.875
2000,2926,1842000,8600,95,395580,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"290","478",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","0","0",0,186.625
2000,1715,421100,7900,72,58648,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","7",8,11.0857142857143,"0","0","2","0",109,"0","0","0","0","0",0,71.375
2000,1421,52200,7500,87,1575180,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"10","19",8,11.0857142857143,"3","0","0","0",53.1466275659824,"0","0","0","0","0",0,142.625
16000,2100,1139100,7300,49,788296,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","49",4,11.0857142857143,"0","0","2","0",30,"0","2","0","0","0",0,91.125
500,2702,2454000,6400,26,150368,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"176","660",9.45927601809955,11.0857142857143,"2","2","0","0",4,"0","0","0","0","0",0,327.875
500,2856,2657500,6987.22826086957,1,174848,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"176","323",9.45927601809955,11.0857142857143,"2","2","0","0",53.1466275659824,"1","0","0","0","0",0,116.625
500,3346,2671700,6800,35,73049,4,1,1,4,1,"304","1388",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,241.375
500,3241,2301100,6200,7,440417.6367713,3,0,1,0,0,"482","69",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,136.375
2000,2597,1175400,7800,77,466603,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"98","193",16,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,222.875
2000,2001,235200,8000,67,275695,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"141","224",8,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,357.375
3000,2064,281900,8300,90,372875,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"82","311",32,11.0857142857143,"0","0","0","0",53.1466275659824,"0","2","0","0","0",0,55.125
2000,2807,1411600,8600,96,248407,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"142","225",8,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,67.625
6000,1458,97600,8500,134,420774,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"106","172",16,11.0857142857143,"0","0","0","0",22,"0","2","0","0","0",0,179.625
2000,2856,2657500,5000,71,50584,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"373","631",4,4,"2","0","0","0",4,"0","0","0","0","0",0,116.625
500,2226,1545800,7500,46,8412,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"213","348",4,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,217.125
500,3229,3792300,5200,41,769,35,0,24,7,0,"50","1125",9.45927601809955,11.0857142857143,"0","0","0","0",7,"0","0","0","0","0",0,124.375
500,3360,2671700,7800,76,14,11,5,3,7,2,"559","637",9.45927601809955,11.0857142857143,"0","0","0","0",4,"1","0","0","0","0",0,255.375
500,3227,2301100,4400,5,334360,1,0,0,0,0,"129","1131",9.45927601809955,11.0857142857143,"2","2","0","0",2,"0","0","0","0","0",0,122.375
500,3255,2301100,4400,12,25831,2,0,0,2,0,"484","377",9.45927601809955,11.0857142857143,"0","2","0","0",53.1466275659824,"0","0","0","0","0",0,150.375
500,2891,1797300,2900,37,233505,0,0,0,0,0,"252","447",8,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,151.625
2000,2079,1080000,7200,60,47363,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","7",8,11.0857142857143,"0","0","2","0",109,"0","0","0","0","0",0,70.125
2000,2499,1999100,7700,88,557614,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"132","446",4,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","0","0",0,124.875
500,2607,1175400,7100,56,111812,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"333","559",2,11.0857142857143,"2","0","0","0",3,"0","0","0","0","0",0,232.875
2000,3186,3518300,8300,64,14306,8,4,3,2,2,"142","1010",12,12,"0","0","0","0",24,"0","0","0","0","0",0,81.375
500,2121,320800,5500,10,384334,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"176","277",9.45927601809955,11.0857142857143,"0","2","0","0",53.1466275659824,"0","0","0","0","0",0,112.125
6000,3229,3792300,4200,37,440417.6367713,58,1,42,6,0,"627","1179",9.45927601809955,11.0857142857143,"0","0","2","0",53.1466275659824,"0","2","0","0","0",0,124.375
10000,3171,3518300,8800,68,16504,23,9,14,6,3,"32","52",12,11.0857142857143,"0","0","2","0",53.1466275659824,"0","0","0","0","0",0,66.375
500,2065,994700,7500,57,777132,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"187","295",8,8,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,56.125
2000,3094,2054000,7700,88,440417.6367713,23,7,5,13,5,"232","305",10,11.0857142857143,"4","0","0","0",19,"0","0","0","0","0",0,354.625
500,2361,784400,7900,37,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","198",14,11.0857142857143,"0","0","2","0",52,"0","0","0","0","0",0,352.125
2000,2450,887900,8300,53,503093,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"168","398",16,11.0857142857143,"0","0","0","0",16,"0","0","0","0","0",0,75.875
5000,2401,820700,8400,95,336930,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"67","432",2,11.0857142857143,"0","0","0","0",33,"1","2","0","1","0",0,26.875
8000,1764,456200,7600,84,820707,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","40",8,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","0","0",0,120.375
2000,3178,2175300,4300,18,440417.6367713,5,1,2,2,0,"327","1146",4,11.0857142857143,"0","0","2","0",11,"0","0","0","0","0",0,73.375
2000,3101,2054000,7800,84,1879,9,4,3,6,3,"11","587",12,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","1","0",0,361.625
24000,1784,538300,8800,110,527439,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","189",16,16,"2","0","0","0",17,"1","2","0","1","0",0,140.375
3000,3220,3570700,5700,8,227165,9,1,6,2,0,"9","382",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,115.375
500,2737,1278800,6300,53,241413,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"243","244",9.45927601809955,11.0857142857143,"0","0","0","0",3,"0","0","0","0","0",0,362.875
3000,3157,2125000,7500,98,850888,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"339","571",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","1","1",3,52.375
15000,2485,1864300,8400,113,538046,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","183",16,16,"0","0","0","0",9,"1","2","0","1","0",0,110.875
3000,1842,768600,6800,46,75598,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","201",4,11.0857142857143,"0","0","2","0",324,"0","0","0","0","0",0,198.375
500,3241,2301100,3800,39,450556,11,1,2,11,1,"243","244",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,136.375
3000,1421,52200,7400,109,250974,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"13","16",8,8,"0","0","0","0",53.1466275659824,"0","0","0","1","0",0,142.625
2000,1883,171900,7500,82,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"76","126",12,11.0857142857143,"0","0","0","0",22,"0","2","0","0","0",0,239.375
2000,2961,3122700,7200,127,941734,25,7,11,10,4,"33","643",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","0","0",1,221.625
3000,3052,2004800,7900,75,208574,27,6,14,12,6,"31","286",6,11.0857142857143,"2","0","0","0",53.1466275659824,"0","0","0","0","0",0,312.625
500,2975,1900100,7700,70,155555,2,0,2,0,0,"403","701",8,11.0857142857143,"0","0","0","0",20,"0","0","0","0","0",0,235.625
500,2863,2789600,7200,80,242444,6,0,2,2,0,"38","664",9.45927601809955,11.0857142857143,"2","0","0","0",53.1466275659824,"0","0","0","0","0",0,123.625
10000,2415,850500,8500,58,1238684,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30","39",2,11.0857142857143,"0","0","2","0",32,"1","0","0","0","0",0,40.875
18000,2856,1463400,8600,129,780782,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"79","278",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","0","0",0,116.625
2000,2569,1130900,5500,68,761,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"268","443",16,11.0857142857143,"2","0","0","0",22,"0","0","0","0","0",0,194.875
500,2127,320800,6300,10,221857,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"107","174",9.45927601809955,11.0857142857143,"0","2","0","0",18,"0","0","0","0","0",0,118.125
500,2001,235200,7700,27,466940,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","213",4,11.0857142857143,"0","0","2","0",32,"0","0","0","0","0",0,357.375
42000,2870,1578000,9300,114,3220430,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","11",18,18,"3","0","0","0",53.1466275659824,"1","2","0","1","1",0,130.625
3000,2387,820700,8000,30,539483,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30","51",2,11.0857142857143,"0","0","2","0",120,"0","0","0","0","0",0,12.875
2000,2275,1588000,7200,101,324749,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"217","355",10,10,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,266.125
2000,2226,613700,6700,62,570116,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"208","340",16,11.0857142857143,"3","0","0","0",53.1466275659824,"0","0","0","0","0",0,217.125
5000,3311,2539500,8800,125,348241,85,25,42,39,20,"33","384",8,11.0857142857143,"0","0","0","0",53.1466275659824,"1","2","0","1","0",0,206.375
2000,2080,301200,8600,34,15804,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","52",6,11.0857142857143,"0","0","2","0",53.1466275659824,"0","0","0","0","0",0,71.125
500,2513,981000,6300,12,97941,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","453",9.45927601809955,11.0857142857143,"0","2","0","0",53.1466275659824,"0","0","0","0","0",0,138.875
2000,2891,3000900,6100,98,641442,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","632",16,11.0857142857143,"0","0","0","0",24,"1","0","0","0","0",0,151.625
5000,1778,31600,8000,43,1164838,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"33","44",4,11.0857142857143,"0","0","2","0",53,"0","0","0","0","0",0,134.375
3000,2135,1263700,7200,55,495179,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"178","281",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,126.125
2000,2513,1999100,7900,44,11049,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","265",4,11.0857142857143,"0","0","0","0",30,"0","0","0","0","0",0,138.875
500,3220,3570700,5700,12,407303,19,3,9,8,2,"395","19",4,11.0857142857143,"0","0","0","0",27,"0","0","0","0","0",0,115.375
500,3220,3570700,6400,10,190084,2,1,0,2,1,"394","680",9.45927601809955,11.0857142857143,"0","0","0","0",20,"0","0","0","0","0",0,115.375
6000,1561,242300,7600,87,371070,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"35","46",24,11.0857142857143,"0","0","0","0",53.1466275659824,"0","2","0","0","0",0,282.625
2000,1722,421100,6900,22,416229,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"127","202",16,16,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,78.375
500,2345,784400,6900,68,664806,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"232","378",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"1","0","0","0","0",0,336.125
2000,1715,421100,7900,67,90029,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","52",2,11.0857142857143,"0","0","2","0",35,"0","0","0","0","0",0,71.375
500,2442,1804500,7000,45,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","7",12,11.0857142857143,"0","0","2","0",30,"0","0","0","0","0",0,67.875
2000,2975,3122700,6700,56,440417.6367713,0,0,0,0,0,"488","901",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,235.625
500,2863,2789600,5600,6,440417.6367713,0,0,0,0,0,"9","890",9.45927601809955,11.0857142857143,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,123.625
2000,2513,1999100,4300,11,88573,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6","551",14,14,"0","0","0","0",53.1466275659824,"0","0","0","0","0",0,138.875
23000,3220,3570700,6100,81,779035,51,26,11,25,18,"247","399",9.45927601809955,11.0857142857143,"0","0","0","0",22,"1","0","0","1","1",0,115.375
2000,2261,655100,7200,33,49009,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"50","199",2,11.0857142857143,"0","0","2","0",250,"0","0","0","0","0",0,252.125
