"Outcome_M9","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_3","Cat_4","Quan_18","Cat_349","Cat_359","Quant_24","Quant_25","Cat_469","Cat_470","Cat_494","Quan_27"
2000,7500,87,1575180,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"10","19",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
2000,7300,49,788296,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","49",11.0857142857143,"0","0",30,30,"2","0","0",0
500,6400,26,150368,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"176","660",11.0857142857143,"0","0",4,4,"0","0","0",0
500,6987.22826086957,1,174848,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"176","323",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,6800,35,73049,4,1,1,4,1,"304","1388",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,6200,7,440417.6367713,3,0,1,0,0,"482","69",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,7800,77,466603,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"98","193",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,8000,67,275695,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"141","224",11.0857142857143,"0","0",53.1466275659824,23,"0","0","0",0
2000,8300,90,372875,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"82","311",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"2","0","0",0
500,8600,96,248407,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"142","225",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
2000,8500,134,420774,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"106","172",11.0857142857143,"0","0",22,22,"2","0","0",0
500,5000,71,50584,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"373","631",4,"0","0",4,4,"0","0","0",0
500,7500,46,8412,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"213","348",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,5200,41,769,35,0,24,7,0,"50","1125",11.0857142857143,"0","0",7,7,"0","0","0",0
500,7800,76,14,11,5,3,7,2,"559","637",11.0857142857143,"0","0",4,55.7813504823151,"0","0","0",0
500,4400,5,334360,1,0,0,0,0,"129","1131",11.0857142857143,"0","0",2,2,"0","0","0",0
500,4400,12,25831,2,0,0,2,0,"484","377",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,2900,37,233505,0,0,0,0,0,"252","447",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,7200,60,47363,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","7",11.0857142857143,"0","0",109,109,"0","0","0",0
2000,7700,88,557614,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"132","446",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,7100,56,111812,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"333","559",11.0857142857143,"0","0",3,3,"0","0","0",0
500,8300,64,14306,8,4,3,2,2,"142","1010",12,"0","0",24,55.7813504823151,"0","0","0",0
500,5500,10,384334,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"176","277",11.0857142857143,"0","0",53.1466275659824,4,"0","0","0",0
2000,4200,37,440417.6367713,58,1,42,6,0,"627","1179",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"2","0","0",0
2000,8800,68,16504,23,9,14,6,3,"32","52",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,7500,57,777132,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"187","295",8,"0","0",53.1466275659824,18,"0","0","0",0
500,7700,88,440417.6367713,23,7,5,13,5,"232","305",11.0857142857143,"0","0",19,19,"0","0","0",0
500,7900,37,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","198",11.0857142857143,"0","0",52,52,"0","0","0",0
500,8300,53,503093,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"168","398",11.0857142857143,"0","0",16,16,"0","0","0",0
2000,8400,95,336930,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"67","432",11.0857142857143,"0","0",33,33,"2","0","1",0
2000,7600,84,820707,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","40",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"2","0","0",0
500,4300,18,440417.6367713,5,1,2,2,0,"327","1146",11.0857142857143,"0","0",11,11,"0","0","0",0
500,7800,84,1879,9,4,3,6,3,"11","587",11.0857142857143,"0","0",53.1466275659824,8,"0","0","1",0
6000,8800,110,527439,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","189",16,"0","0",17,17,"2","0","1",0
2000,5700,8,227165,9,1,6,2,0,"9","382",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,6300,53,241413,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"243","244",11.0857142857143,"0","0",3,55.7813504823151,"0","0","0",0
2000,7500,98,850888,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"339","571",11.0857142857143,"0","2",53.1466275659824,55.7813504823151,"2","0","1",3
2000,8400,113,538046,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","183",16,"0","0",9,55.7813504823151,"2","0","1",0
500,6800,46,75598,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","201",11.0857142857143,"0","0",324,324,"0","0","0",0
2000,3800,39,450556,11,1,2,11,1,"243","244",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,7400,109,250974,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"13","16",8,"0","0",53.1466275659824,16,"0","0","1",0
500,7500,82,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"76","126",11.0857142857143,"0","0",22,22,"2","0","0",0
500,7200,127,941734,25,7,11,10,4,"33","643",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",1
2000,7900,75,208574,27,6,14,12,6,"31","286",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,7700,70,155555,2,0,2,0,0,"403","701",11.0857142857143,"0","0",20,20,"0","0","0",0
500,7200,80,242444,6,0,2,2,0,"38","664",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
2000,8500,58,1238684,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30","39",11.0857142857143,"0","0",32,32,"0","0","0",0
2000,8600,129,780782,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"79","278",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
2000,5500,68,761,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"268","443",11.0857142857143,"0","0",22,22,"0","0","0",0
500,6300,10,221857,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"107","174",11.0857142857143,"0","0",18,18,"0","0","0",0
2000,7700,27,466940,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","213",11.0857142857143,"0","0",32,32,"0","0","0",0
13000,9300,114,3220430,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","11",18,"0","0",53.1466275659824,55.7813504823151,"2","0","1",0
2000,8000,30,539483,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30","51",11.0857142857143,"0","0",120,120,"0","0","0",0
2000,7200,101,324749,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"217","355",10,"0","0",53.1466275659824,2,"0","0","0",0
500,6700,62,570116,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"208","340",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
2000,8800,125,348241,85,25,42,39,20,"33","384",11.0857142857143,"0","0",53.1466275659824,5,"2","0","1",0
500,8600,34,15804,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","52",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,6300,12,97941,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","453",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,6100,98,641442,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","632",11.0857142857143,"0","0",24,55.7813504823151,"0","0","0",0
2000,8000,43,1164838,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"33","44",11.0857142857143,"0","0",53,53,"0","0","0",0
500,7200,55,495179,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"178","281",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,7900,44,11049,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","265",11.0857142857143,"0","0",30,30,"0","0","0",0
500,5700,12,407303,19,3,9,8,2,"395","19",11.0857142857143,"0","0",27,27,"0","0","0",0
500,6400,10,190084,2,1,0,2,1,"394","680",11.0857142857143,"0","0",20,20,"0","0","0",0
3000,7600,87,371070,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"35","46",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"2","0","0",0
500,6900,22,416229,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"127","202",16,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,6900,68,664806,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"232","378",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
2000,7900,67,90029,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","52",11.0857142857143,"0","0",35,35,"0","0","0",0
500,7000,45,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","7",11.0857142857143,"0","0",30,30,"0","0","0",0
500,6700,56,440417.6367713,0,0,0,0,0,"488","901",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,5600,6,440417.6367713,0,0,0,0,0,"9","890",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,4300,11,88573,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6","551",14,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
3000,6100,81,779035,51,26,11,25,18,"247","399",11.0857142857143,"0","0",22,55.7813504823151,"0","0","1",0
500,7200,33,49009,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"50","199",11.0857142857143,"0","0",250,250,"0","0","0",0
500,3100,5,47068,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"127","425",8,"0","0",7,7,"0","0","0",0
500,8000,47,139621,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"144","228",11.0857142857143,"0","0",12,55.7813504823151,"0","0","0",0
500,7300,40,304225,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","204",11.0857142857143,"0","0",24,24,"0","0","0",0
2000,8900,53,676207,32,4,10,10,3,"77","127",11.0857142857143,"0","0",30,30,"0","0","0",0
2000,7700,49,253625,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","265",11.0857142857143,"0","0",53.1466275659824,11,"2","0","0",0
500,6000,65,48178,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"48","66",11.0857142857143,"0","0",52,52,"0","0","0",0
2000,7900,76,145077,64,4,48,44,3,"30","44",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,3600,33,76996,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"273","441",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
3000,9100,131,582649,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"336","565",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","1","1",0
500,3600,8,334360,1,0,0,0,0,"129","1131",11.0857142857143,"0","0",2,2,"0","0","0",0
2000,7600,52,257699,38,12,4,28,10,"38","79",11.0857142857143,"0","0",124,124,"0","0","0",0
500,8500,47,440417.6367713,2,1,0,1,1,"259","671",11.0857142857143,"0","0",16,16,"0","0","0",0
2000,6200,68,148496,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","48",11.0857142857143,"0","0",72,72,"0","0","0",0
500,6800,98,214006,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8","18",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,7000,89,39995,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"97","182",11.0857142857143,"0","0",12,12,"0","0","0",0
500,6987.22826086957,62.2247644683715,440417.6367713,4,2,1,3,2,"73","279",11.0857142857143,"0","0",20,55.7813504823151,"0","0","0",0
500,3500,4,11675,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"194","10",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
2000,7400,112,941734,22,7,9,11,4,"33","643",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"2","0","0",1
500,7800,28,245463,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"362","213",11.0857142857143,"0","0",34,34,"0","0","0",0
2000,8000,86,1951543,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"30","39",11.0857142857143,"0","0",32,32,"0","0","0",0
500,8900,136,395580,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"290","478",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
8000,8900,118,1394197,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114","206",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"2","0","1",1
2000,8500,94,755977,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"109","582",16,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
2000,8400,81,212135,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"269","433",4,"0","0",16,16,"0","0","0",0
500,8300,94,172979,95,20,61,58,16,"564","1054",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
500,6400,5,150368,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"176","660",11.0857142857143,"0","0",4,4,"0","0","0",0
500,6200,5,407303,21,3,11,8,2,"395","19",11.0857142857143,"0","0",28,28,"0","0","0",0
500,7100,62,136366,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"251","404",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
2000,5600,64,166518,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"230","375",2,"0","0",40,55.7813504823151,"0","0","0",0
500,5900,17,283838,7,0,4,2,0,"578","1081",11.0857142857143,"0","0",198,198,"0","0","0",0
2000,8000,61,13671,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32","49",11.0857142857143,"0","0",34,34,"2","0","0",0
500,8300,135,488430,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"334","562",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"2","0","0",0
2000,7400,92,872255,73,33,22,37,23,"34","260",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"2","0","0",0
500,4900,21,49935,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","287",12,"0","0",53.1466275659824,8,"0","0","0",0
500,7300,55,477063,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"10","19",11.0857142857143,"0","0",30,30,"0","0","0",0
500,6700,18,471617,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"116","186",11.0857142857143,"0","0",53.1466275659824,55.7813504823151,"0","0","0",0
