"Outcome_M8","Date_1","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_2","Cat_3","Cat_4","Cat_15","Quan_18","Cat_139","Cat_245","Cat_392","Cat_469","Cat_470","Cat_484","Cat_494","Cat_501"
2000,1764,7600,84,820707,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6","31","40","4",11.0857142857143,"0","0","0","2","0","0","0","0"
500,3178,4300,18,440417.6367713,5,1,2,2,0,"28","327","1146","3",11.0857142857143,"0","0","0","0","0","0","0","0"
500,3101,7800,84,1879,9,4,3,6,3,"5","11","587","1",11.0857142857143,"0","0","0","0","0","0","1","0"
8000,1784,8800,110,527439,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","189","1",16,"0","0","0","2","0","0","1","0"
2000,3220,5700,8,227165,9,1,6,2,0,"5","9","382","2",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2737,6300,53,241413,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","243","244","4",11.0857142857143,"0","0","0","0","0","0","0","0"
3000,3157,7500,98,850888,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"2","339","571","17",11.0857142857143,"0","0","0","2","0","0","1","0"
2000,2485,8400,113,538046,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","183","1",16,"0","0","0","2","0","0","1","0"
500,1842,6800,46,75598,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","201","3",11.0857142857143,"0","0","0","0","0","0","0","0"
500,3241,3800,39,450556,11,1,2,11,1,"16","243","244","2",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,1421,7400,109,250974,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","13","16","1",8,"0","0","0","0","0","0","1","0"
500,1883,7500,82,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","76","126","3",11.0857142857143,"0","0","0","2","0","0","0","0"
2000,2961,7200,127,941734,25,7,11,10,4,"16","33","643","1",11.0857142857143,"0","0","0","0","0","0","0","0"
5000,3052,7900,75,208574,27,6,14,12,6,"16","31","286","2",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2975,7700,70,155555,2,0,2,0,0,"45","403","701","11",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,2863,7200,80,242444,6,0,2,2,0,"60","38","664","4",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,2415,8500,58,1238684,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","30","39","3",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,2856,8600,129,780782,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","79","278","4",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,2569,5500,68,761,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","268","443","2",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2127,6300,10,221857,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","107","174","3",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,2001,7700,27,466940,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","213","3",11.0857142857143,"0","0","0","0","0","0","0","0"
15000,2870,9300,114,3220430,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","7","11","1",18,"0","0","0","2","0","0","1","0"
2000,2387,8000,30,539483,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","30","51","3",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2275,7200,101,324749,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"15","217","355","1",10,"0","0","0","0","0","0","0","0"
500,2226,6700,62,570116,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"72","208","340","1",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,3311,8800,125,348241,85,25,42,39,20,"16","33","384","1",11.0857142857143,"0","0","0","2","0","0","1","0"
2000,2080,8600,34,15804,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","52","4",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2513,6300,12,97941,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"12","27","453","4",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2891,6100,98,641442,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6","114","632","12",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,1778,8000,43,1164838,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","33","44","3",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2135,7200,55,495179,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","178","281","2",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2513,7900,44,11049,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","265","2",11.0857142857143,"0","0","0","0","0","0","0","0"
500,3220,5700,12,407303,19,3,9,8,2,"5","395","19","3",11.0857142857143,"0","0","0","0","0","0","0","0"
500,3220,6400,10,190084,2,1,0,2,1,"5","394","680","4",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,1561,7600,87,371070,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","35","46","2",11.0857142857143,"0","0","0","2","0","0","0","0"
500,1722,6900,22,416229,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","127","202","2",16,"0","0","0","0","0","0","0","0"
500,2345,6900,68,664806,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"47","232","378","2",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,1715,7900,67,90029,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","52","4",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2442,7000,45,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","7","4",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2975,6700,56,440417.6367713,0,0,0,0,0,"85","488","901","1",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2863,5600,6,440417.6367713,0,0,0,0,0,"5","9","890","2",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2513,4300,11,88573,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","6","551","4",14,"0","0","0","0","0","0","0","0"
2000,3220,6100,81,779035,51,26,11,25,18,"29","247","399","2",11.0857142857143,"0","0","0","0","0","0","1","0"
500,2261,7200,33,49009,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","50","199","3",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2492,3100,5,47068,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","127","425","4",8,"0","0","0","0","0","0","0","0"
500,2485,8000,47,139621,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","144","228","2",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,2022,7300,40,304225,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","204","4",11.0857142857143,"0","2","0","0","0","0","0","0"
2000,2982,8900,53,676207,32,4,10,10,3,"42","77","127","3",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2128,7700,49,253625,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","265","2",11.0857142857143,"0","0","0","2","0","0","0","0"
500,1547,6000,65,48178,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"26","48","66","2",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,3080,7900,76,145077,64,4,48,44,3,"17","30","44","3",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2526,3600,33,76996,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","273","441","2",11.0857142857143,"0","0","0","0","0","0","0","0"
11000,2793,9100,131,582649,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","336","565","2",11.0857142857143,"0","0","2","0","1","2","1","2"
500,3227,3600,8,334360,1,0,0,0,0,"53","129","1131","4",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,3367,7600,52,257699,38,12,4,28,10,"29","38","79","4",11.0857142857143,"0","0","0","0","0","0","0","0"
500,3129,8500,47,440417.6367713,2,1,0,1,1,"82","259","671","2",11.0857142857143,"0","0","0","0","0","0","0","0"
3000,1421,6200,68,148496,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","48","3",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2485,6800,98,214006,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","8","18","2",11.0857142857143,"0","0","0","0","0","0","0","0"
500,1701,7000,89,39995,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","97","182","2",11.0857142857143,"0","0","0","0","0","0","0","0"
500,3318,6987.22826086957,62.2247644683715,440417.6367713,4,2,1,3,2,"16","73","279","4",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2093,3500,4,11675,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","194","10","2",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,2961,7400,112,941734,22,7,9,11,4,"16","33","643","1",11.0857142857143,"0","0","0","2","0","0","0","0"
500,2744,7800,28,245463,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","362","213","4",11.0857142857143,"0","0","0","0","0","0","0","0"
3000,1694,8000,86,1951543,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","30","39","3",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,2926,8900,136,395580,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","290","478","1",11.0857142857143,"0","0","0","0","0","0","0","0"
3000,2877,8900,118,1394197,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","206","7",11.0857142857143,"0","0","0","2","0","0","1","0"
500,2709,8500,94,755977,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","109","582","1",16,"0","0","0","0","0","0","0","0"
2000,2380,8400,81,212135,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"2","269","433","4",4,"0","0","0","0","0","0","0","0"
500,3339,8300,94,172979,95,20,61,58,16,"16","564","1054","1",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2702,6400,5,150368,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","176","660","4",11.0857142857143,"0","0","0","0","0","0","0","0"
500,3220,6200,5,407303,21,3,11,8,2,"5","395","19","3",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2464,7100,62,136366,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","251","404","1",11.0857142857143,"0","0","0","0","0","0","0","0"
500,2352,5600,64,166518,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","230","375","2",2,"0","0","0","0","0","0","0","0"
500,3192,5900,17,283838,7,0,4,2,0,"16","578","1081","4",11.0857142857143,"0","0","0","0","0","0","0","0"
2000,2835,8000,61,13671,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","49","3",11.0857142857143,"0","0","0","2","0","0","0","0"
2000,2926,8300,135,488430,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","334","562","1",11.0857142857143,"0","0","0","2","0","0","0","0"
2000,3206,7400,92,872255,73,33,22,37,23,"16","34","260","7",11.0857142857143,"0","0","0","2","0","0","0","0"
500,2143,4900,21,49935,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","9","287","1",12,"0","0","0","0","0","0","0","0"
2000,2113,7300,55,477063,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","10","19","2",11.0857142857143,"0","0","0","0","0","0","0","0"
