"Outcome_M2","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_8","Quan_9","Quan_10","Quan_11","Quan_13","Quan_14","Cat_4","Quan_18","Cat_110","Cat_349","Cat_404","Cat_466","Cat_467","Cat_469","Cat_484","Cat_494","Cat_498"
5000,8000,67,275695,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"224",11.0857142857143,"0","0","0","0","0","0","0","0","0"
8000,8300,90,372875,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"311",11.0857142857143,"0","0","0","0","0","2","0","0","0"
2000,8600,96,248407,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"225",11.0857142857143,"0","0","0","0","0","0","0","0","0"
18000,8500,134,420774,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"172",11.0857142857143,"0","0","0","0","0","2","0","0","0"
500,5000,71,50584,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"631",4,"2","0","0","0","0","0","0","0","0"
500,7500,46,8412,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"348",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,5200,41,769,35,0,35,35,7,0,7,7,"1125",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,7800,76,14,11,5,11,11,7,2,7,7,"637",11.0857142857143,"0","0","0","0","1","0","0","0","0"
2000,4400,5,334360,1,0,1,1,0,0,0,0,"1131",11.0857142857143,"2","0","0","0","0","0","0","0","0"
500,4400,12,25831,2,0,2,2,2,0,2,2,"377",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,2900,37,233505,0,0,0,0,0,0,0,0,"447",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,7200,60,47363,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"7",11.0857142857143,"0","0","0","0","0","0","0","0","0"
11000,7700,88,557614,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"446",11.0857142857143,"0","0","0","0","1","0","0","0","0"
2000,7100,56,111812,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"559",11.0857142857143,"2","0","0","0","0","0","0","0","0"
2000,8300,64,14306,8,4,8,8,2,2,2,2,"1010",12,"0","0","0","0","0","0","0","0","0"
500,5500,10,384334,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"277",11.0857142857143,"0","0","0","0","0","0","0","0","0"
37000,4200,37,440417.6367713,58,1,58,58,6,0,6,6,"1179",11.0857142857143,"0","0","0","0","0","2","0","0","0"
6000,8800,68,16504,23,9,23,23,6,3,6,6,"52",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,7500,57,777132,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"295",8,"0","0","0","0","0","0","0","0","0"
5000,7700,88,440417.6367713,23,7,23,23,13,5,13,13,"305",11.0857142857143,"4","0","0","0","0","0","0","0","0"
500,7900,37,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"198",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,8300,53,503093,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"398",11.0857142857143,"0","0","0","0","0","0","0","0","0"
18000,8400,95,336930,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"432",11.0857142857143,"0","0","0","0","1","2","0","1","0"
32000,7600,84,820707,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"40",11.0857142857143,"0","0","2","0","1","2","0","0","0"
500,4300,18,440417.6367713,5,1,5,5,2,0,2,2,"1146",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,7800,84,1879,9,4,9,9,6,3,6,6,"587",11.0857142857143,"0","0","0","0","1","0","0","1","0"
56000,8800,110,527439,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"189",16,"2","0","0","0","1","2","0","1","0"
23000,5700,8,227165,9,1,9,9,2,0,2,2,"382",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,6300,53,241413,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"244",11.0857142857143,"0","0","0","0","0","0","0","0","0"
16000,7500,98,850888,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"571",11.0857142857143,"0","0","0","0","1","2","0","1","1"
8000,8400,113,538046,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"183",16,"0","0","0","0","1","2","0","1","0"
5000,6800,46,75598,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"201",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,3800,39,450556,11,1,11,11,11,1,11,11,"244",11.0857142857143,"0","0","0","0","0","0","0","0","0"
8000,7400,109,250974,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"16",8,"0","0","0","0","0","0","0","1","0"
3000,7500,82,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"126",11.0857142857143,"0","0","0","0","0","2","0","0","0"
11000,7200,127,941734,25,7,25,25,10,4,10,10,"643",11.0857142857143,"0","0","0","0","1","0","0","0","0"
3000,7900,75,208574,27,6,27,27,12,6,12,12,"286",11.0857142857143,"2","0","0","0","0","0","0","0","0"
500,7700,70,155555,2,0,2,2,0,0,0,0,"701",11.0857142857143,"0","0","0","0","0","0","0","0","0"
8000,7200,80,242444,6,0,6,6,2,0,2,2,"664",11.0857142857143,"2","0","0","0","0","0","0","0","0"
24000,8500,58,1238684,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"39",11.0857142857143,"0","0","0","2","1","0","0","0","0"
10000,8600,129,780782,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"278",11.0857142857143,"0","0","0","0","1","0","0","0","0"
3000,5500,68,761,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"443",11.0857142857143,"2","0","0","0","0","0","0","0","0"
500,6300,10,221857,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"174",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,7700,27,466940,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"213",11.0857142857143,"0","0","0","0","0","0","0","0","0"
181000,9300,114,3220430,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"11",18,"3","0","0","0","1","2","0","1","1"
6000,8000,30,539483,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"51",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,7200,101,324749,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"355",10,"0","0","0","0","0","0","0","0","0"
3000,6700,62,570116,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"340",11.0857142857143,"3","0","0","0","0","0","0","0","0"
19000,8800,125,348241,85,25,85,85,39,20,39,39,"384",11.0857142857143,"0","0","0","0","1","2","0","1","0"
2000,8600,34,15804,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"52",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,6300,12,97941,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"453",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,6100,98,641442,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"632",11.0857142857143,"0","0","0","0","1","0","0","0","0"
8000,8000,43,1164838,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"44",11.0857142857143,"0","0","0","0","0","0","0","0","0"
15000,7200,55,495179,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"281",11.0857142857143,"0","0","0","0","0","0","0","0","0"
8000,7900,44,11049,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"265",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,5700,12,407303,19,3,19,19,8,2,8,8,"19",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,6400,10,190084,2,1,2,2,2,1,2,2,"680",11.0857142857143,"0","0","0","0","0","0","0","0","0"
8000,7600,87,371070,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"46",11.0857142857143,"0","0","0","0","0","2","0","0","0"
3000,6900,22,416229,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"202",16,"0","0","0","0","0","0","0","0","0"
2000,6900,68,664806,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"378",11.0857142857143,"0","0","0","0","1","0","0","0","0"
3000,7900,67,90029,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"52",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,7000,45,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"7",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,6700,56,440417.6367713,0,0,0,0,0,0,0,0,"901",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,5600,6,440417.6367713,0,0,0,0,0,0,0,0,"890",11.0857142857143,"0","0","0","0","0","0","0","0","0"
6000,4300,11,88573,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"551",14,"0","0","0","0","0","0","0","0","0"
19000,6100,81,779035,51,26,51,51,25,18,25,25,"399",11.0857142857143,"0","0","0","0","1","0","0","1","1"
2000,7200,33,49009,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"199",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,3100,5,47068,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"425",8,"0","0","0","0","0","0","0","0","0"
2000,8000,47,139621,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"228",11.0857142857143,"2","0","0","0","0","0","0","0","0"
2000,7300,40,304225,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"204",11.0857142857143,"0","0","0","0","0","0","0","0","0"
16000,8900,53,676207,32,4,32,32,10,3,10,10,"127",11.0857142857143,"0","0","0","0","0","0","0","0","0"
8000,7700,49,253625,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"265",11.0857142857143,"0","0","0","0","0","2","0","0","0"
