"Outcome_M2","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_8","Quan_9","Quan_10","Quan_11","Quan_13","Quan_14","Cat_4","Quan_18","Cat_110","Cat_349","Cat_404","Cat_466","Cat_467","Cat_469","Cat_484","Cat_494","Cat_498"
6000,5400,23,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,12,11.0857142857143,0,0,0,0,0,0,0,0,0
126000,8900,142,1394197,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,206,11.0857142857143,0,0,0,0,1,2,0,1,1
2000,5200,21,308925,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,212,11.0857142857143,0,0,0,0,0,0,0,0,0
2000,6400,35,204611,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,96,11.0857142857143,0,0,0,0,0,0,0,0,0
500,6900,71,17619,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,712,11.0857142857143,0,0,0,0,0,0,0,0,0
15000,8200,107,689611,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,14,11.0857142857143,2,0,2,0,0,2,0,1,0
3000,6100,54,365492,26,5,26,26,9,4,9,9,1000,11.0857142857143,0,0,0,0,0,0,0,0,0
6000,5600,91,761,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,443,11.0857142857143,2,0,0,0,0,0,0,0,0
500,5300,5,72774,2,1,2,2,2,1,2,2,675,11.0857142857143,0,0,0,0,0,0,0,0,0
6000,7500,78,23013,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,8,4,0,0,0,0,0,0,0,0,0
248000,9300,120,1808023,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,11,24,0,0,0,0,1,2,0,1,0
500,3800,57,440417.6367713,36,7,36,36,9,3,9,9,1128,11.0857142857143,2,0,0,0,0,0,0,0,0
3000,7100,21,65693,69,17,69,69,55,13,55,55,5,11.0857142857143,0,0,0,0,0,0,0,0,0
3000,5900,69,641442,17,2,17,17,10,2,10,10,632,11.0857142857143,0,0,0,0,1,0,0,0,0
2000,7900,32,58648,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,7,11.0857142857143,0,0,0,0,0,0,0,0,0
3000,8000,74,682260,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,344,11.0857142857143,0,0,0,0,0,0,0,0,0
16000,7900,109,669770,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,30,11.0857142857143,2,0,0,0,1,2,0,1,1
500,6800,30,2727,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,667,11.0857142857143,0,0,0,0,0,0,0,0,0
5000,5800,61,575483,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,28,11.0857142857143,3,0,0,0,0,0,0,0,0
5000,8800,100,561962,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,36,11.0857142857143,0,0,0,0,0,2,0,0,0
8000,8100,60,412632,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,50,11.0857142857143,0,0,0,0,0,0,0,0,0
3000,8500,88,643979,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,87,8,0,0,0,0,0,2,0,0,0
24000,7600,40,1951543,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,39,11.0857142857143,0,0,0,0,0,0,0,0,0
10000,8100,127,29197,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,125,11.0857142857143,0,0,0,0,0,2,0,0,0
500,5500,53,33,1,0,1,1,1,0,1,1,702,11.0857142857143,0,0,0,0,0,0,0,0,0
3000,7700,88,385016,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,380,11.0857142857143,2,0,0,0,0,2,0,0,0
8000,4900,47,445190,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,192,11.0857142857143,2,0,0,0,0,0,0,0,0
8000,7900,101,1416697,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,139,11.0857142857143,0,0,0,0,0,2,0,0,0
23000,9200,124,752566,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,32,11.0857142857143,0,0,0,0,1,2,0,1,0
3000,7300,92,94900,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,495,8,2,0,0,0,0,0,0,0,0
2000,5700,31,67012,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,434,11.0857142857143,0,0,0,0,0,0,0,0,0
5000,6900,30,1183119,53,4,53,53,13,1,13,13,1009,11.0857142857143,0,0,0,0,0,0,0,1,0
2000,6500,13,109982,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,69,11.0857142857143,0,0,0,0,0,0,0,0,0
2000,6800,95,38152,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,545,11.0857142857143,0,0,0,0,0,0,0,0,0
2000,5800,30,195081,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,291,11.0857142857143,2,0,0,0,0,0,0,0,0
8000,6700,68,694809,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,622,11.0857142857143,0,0,0,0,1,0,0,1,0
3000,8000,85,233416,57,26,57,57,41,22,41,41,566,11.0857142857143,0,0,0,0,1,0,0,0,0
5000,7100,83,477063,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,19,11.0857142857143,0,0,0,0,0,0,0,0,0
10000,6600,97,405694,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,730,11.0857142857143,3,0,0,0,1,0,0,1,1
5000,8800,62,28203,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,52,11.0857142857143,0,0,0,0,0,0,0,0,0
18000,7400,116,850888,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,571,11.0857142857143,0,0,0,0,1,2,0,1,1
15000,9100,88,262738,13,3,13,13,7,2,7,7,32,11.0857142857143,0,0,0,0,0,0,0,0,0
2000,6000,25,366857,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,680,11.0857142857143,0,0,0,0,0,0,0,0,0
6000,6500,18,642619,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,174,11.0857142857143,0,0,0,0,0,0,0,0,0
3000,7600,47,300522,22,13,22,22,17,10,17,17,203,11.0857142857143,3,0,0,0,1,0,0,1,1
500,5400,7,440417.6367713,1,1,1,1,1,1,1,1,1375,11.0857142857143,0,0,0,0,0,0,0,0,0
5000,5600,28,29,4,1,4,4,4,1,4,4,1536,11.0857142857143,0,0,0,0,1,0,0,1,0
2000,7900,37,440417.6367713,5,0,5,5,3,0,3,3,32,11.0857142857143,0,0,0,0,0,0,0,0,0
2000,4700,92,90054,23,14,23,23,7,3,7,7,218,11.0857142857143,2,0,0,0,0,0,0,0,0
42000,7300,57,469247,16,6,16,16,14,6,14,14,497,11.0857142857143,0,0,0,0,1,0,0,0,0
2000,5000,52,14073,11,3,11,11,9,3,9,9,20,11.0857142857143,0,0,0,0,0,0,0,0,0
61000,8000,44,985658,69,31,69,69,46,23,46,46,206,11.0857142857143,0,0,0,0,1,0,0,1,0
6000,6400,39,1759054,187,14,187,187,39,10,39,39,1138,11.0857142857143,0,0,0,0,1,0,0,1,0
500,6000,31,53952,0,0,0,0,0,0,0,0,1539,11.0857142857143,2,0,0,0,0,0,0,0,0
3000,7000,76,7696,33,3,33,33,25,3,25,25,278,11.0857142857143,2,0,0,0,1,0,0,0,0
2000,6900,87,16594,6,2,6,6,6,2,6,6,543,4,4,0,0,0,0,0,0,0,0
6000,7300,63,97852,39,12,39,39,30,11,30,30,1397,11.0857142857143,2,0,0,0,0,0,0,0,0
500,4600,6,440417.6367713,1,0,1,1,1,0,1,1,1473,11.0857142857143,3,0,0,0,0,0,0,0,0
500,6987.22826086957,2,235853,5,2,5,5,5,2,5,5,898,11.0857142857143,0,0,0,0,0,0,0,0,0
35000,8700,132,862604,126,63,126,126,83,46,83,83,656,11.0857142857143,0,0,0,0,1,0,0,0,0
2000,8000,87,5758,18,7,18,18,12,3,12,12,640,11.0857142857143,0,0,0,0,1,0,0,1,0
3000,8200,49,1602,7,5,7,7,4,2,4,4,1483,11.0857142857143,3,0,0,0,1,0,0,1,0
2000,6300,65,47075,4,2,4,4,2,2,2,2,1366,11.0857142857143,0,0,0,0,0,0,0,0,0
2000,6300,60,127967,17,7,17,17,13,7,13,13,264,11.0857142857143,0,0,0,0,0,0,0,0,0
5000,8700,84,28006,15,3,15,15,11,3,11,11,225,8,0,0,0,0,1,0,0,1,0
2000,6100,53,18465,17,8,17,17,12,6,12,12,18,11.0857142857143,0,0,0,0,0,0,0,0,0
500,6300,40,53952,0,0,0,0,0,0,0,0,1539,11.0857142857143,2,0,0,0,0,0,0,0,0
53000,9400,102,1139542,106,43,106,106,72,31,72,72,565,11.0857142857143,0,0,0,0,1,0,0,1,0
6000,8700,46,284933,11,4,11,11,9,3,9,9,470,11.0857142857143,2,0,0,0,1,0,0,1,1
3000,7100,96,6532,11,5,11,11,6,4,6,6,693,11.0857142857143,0,0,0,0,0,0,0,0,0
2000,7800,19,440417.6367713,1,1,1,1,1,1,1,1,833,11.0857142857143,0,0,0,0,0,0,0,0,0
10000,8600,16,635758,11,5,11,11,6,3,6,6,1490,11.0857142857143,0,0,0,0,0,0,0,0,0
3000,7000,76,309164,41,16,41,41,34,16,34,34,753,11.0857142857143,2,0,0,0,0,0,0,0,0
5000,5900,82,33837,13,3,13,13,8,3,8,8,305,11.0857142857143,0,0,0,0,0,0,0,0,0
66000,8100,79,23277,22,6,22,22,17,5,17,17,243,16,4,0,0,0,0,0,0,0,0
500,7000,44,65248,4,2,4,4,4,2,4,4,30,11.0857142857143,2,0,0,0,0,0,0,0,0
13000,7700,36,241220,18,1,18,18,12,1,12,12,763,11.0857142857143,2,0,0,0,0,0,0,0,0
69000,9300,33,1729826,66,30,66,66,41,20,41,41,1,11.0857142857143,0,0,0,0,1,0,0,1,0
18000,9400,97,169441,64,29,64,64,47,27,47,47,273,11.0857142857143,2,0,0,0,0,0,0,0,0
2000,5700,78,167598,4,1,4,4,2,1,2,2,1347,11.0857142857143,0,0,0,0,0,0,0,0,0
18000,8900,111,105605,38,22,38,38,24,13,24,24,628,11.0857142857143,0,0,0,0,1,0,0,1,0
2000,6300,23,39964,8,2,8,8,4,2,4,4,1503,11.0857142857143,2,0,0,0,0,0,0,0,0
500,4700,10,440417.6367713,0,0,0,0,0,0,0,0,1130,11.0857142857143,2,0,0,0,1,0,0,1,0
5000,7000,91,93023,25,9,25,25,15,5,15,15,1105,11.0857142857143,2,0,0,0,1,0,0,0,0
3000,3500,3,135717,7,2,7,7,2,1,2,2,1543,11.0857142857143,0,0,0,0,0,0,0,0,0
500,7400,64,9596,1,0,1,1,1,0,1,1,1084,11.0857142857143,0,0,0,0,0,0,0,0,0
3000,6300,13,440417.6367713,4,0,4,4,2,0,2,2,1515,11.0857142857143,0,0,0,0,0,0,0,0,0
2000,4900,25,23286,14,2,14,14,5,2,5,5,371,11.0857142857143,0,0,0,0,0,0,0,0,0
18000,8200,28,171279,102,27,102,102,37,21,37,37,51,11.0857142857143,0,0,0,0,0,0,0,0,0
5000,7800,53,440417.6367713,4,2,4,4,3,1,3,3,199,11.0857142857143,0,0,0,0,1,0,0,1,0
156000,9500,105,1729826,62,28,62,62,41,20,41,41,1,11.0857142857143,0,0,0,0,1,0,0,1,0
6000,8000,32,346384,14,1,14,14,11,1,11,11,1083,11.0857142857143,2,0,0,0,0,0,0,0,0
3000,7400,80,132449,33,17,33,33,19,10,19,19,193,11.0857142857143,4,0,0,0,1,0,0,1,0
NA,8300,3,275,13,8,13,13,13,8,13,13,432,11.0857142857143,0,0,0,0,1,0,0,1,1
500,7200,76,44828,19,10,19,19,15,8,15,15,686,11.0857142857143,0,0,0,0,1,0,0,1,0
8000,7700,22,621939,39,7,39,39,23,7,23,23,1471,11.0857142857143,2,0,0,0,0,0,0,1,0
3000,4900,116,382119,68,32,68,68,42,21,42,42,535,11.0857142857143,0,2,0,0,1,0,0,1,0
2000,7800,73,17777,10,1,10,10,8,1,8,8,1466,11.0857142857143,2,0,0,0,0,0,0,0,0
18000,8000,43,621939,41,8,41,41,25,8,25,25,1471,11.0857142857143,2,0,0,0,0,0,0,1,0
27000,9400,112,169441,58,27,58,58,44,25,44,44,273,2,2,0,0,0,0,0,0,0,0
500,7600,63,9596,1,0,1,1,1,0,1,1,1084,11.0857142857143,0,0,0,0,0,0,0,0,0
6000,8100,69,671633,50,36,50,50,30,25,30,30,623,11.0857142857143,3,0,0,0,1,0,0,0,0
5000,5400,25,489,7,3,7,7,5,3,5,5,1004,11.0857142857143,0,0,0,0,1,0,0,1,0
10000,7400,72,97852,41,13,41,41,28,12,28,28,1397,11.0857142857143,2,0,0,0,0,0,0,0,0
2000,8400,77,5293,1,1,1,1,1,1,1,1,1010,11.0857142857143,2,0,0,0,0,0,0,0,0
3000,8300,107,3247,28,6,28,28,12,4,12,12,1132,11.0857142857143,0,0,0,0,0,0,0,0,0
21000,7800,49,1043453,97,45,97,97,66,34,66,66,39,11.0857142857143,0,0,0,0,1,0,0,1,1
8000,8800,60,284933,12,4,12,12,10,3,10,10,470,11.0857142857143,2,0,0,0,1,0,0,1,1
85000,8300,80,987149,41,15,41,41,24,11,24,24,176,11.0857142857143,4,0,0,0,1,0,0,1,0
18000,7700,53,467004,13,6,13,13,9,4,9,9,156,11.0857142857143,0,0,0,0,1,0,0,1,0
105000,8000,86,985658,63,30,63,63,45,22,45,45,206,11.0857142857143,0,0,0,0,1,0,0,1,0
23000,8900,51,357567,51,21,51,51,31,16,31,31,6,11.0857142857143,0,0,0,0,0,0,0,0,0
NA,6987.22826086957,62.2247644683715,440417.6367713,0,0,0,0,0,0,0,0,1133,11.0857142857143,3,0,0,0,0,0,0,0,0
13000,6600,35,444809,20,1,20,20,12,1,12,12,1540,11.0857142857143,2,0,0,0,0,0,0,0,0
26000,6400,50,597696,28,15,28,28,23,13,23,23,40,11.0857142857143,0,0,0,0,1,0,0,0,0
3000,7000,87,93023,26,9,26,26,16,5,16,16,1105,11.0857142857143,2,0,0,0,1,0,0,0,0
6000,6800,115,309164,42,18,42,42,35,17,35,35,753,11.0857142857143,2,0,0,0,0,0,0,0,0
2000,6100,57,10916,3,1,3,3,3,1,3,3,590,11.0857142857143,3,0,0,0,0,0,0,0,0
2000,6400,13,1759054,50,11,50,50,25,7,25,25,1138,11.0857142857143,0,0,0,0,0,0,0,0,0
2000,4700,70,14073,12,3,12,12,9,3,9,9,20,11.0857142857143,0,0,0,0,0,0,0,0,0
2000,7700,101,5935,39,4,39,39,10,3,10,10,128,11.0857142857143,0,0,0,0,0,2,0,0,0
2000,7200,108,81138,28,12,28,28,21,11,21,21,582,11.0857142857143,3,0,0,0,1,0,0,0,0
29000,7200,30,469247,14,6,14,14,13,6,13,13,497,11.0857142857143,0,0,0,0,1,0,0,0,0
2000,4600,38,6661,9,3,9,9,6,2,6,6,244,11.0857142857143,0,0,0,0,0,0,0,0,0
500,7500,54,18582,3,0,3,3,2,0,2,2,1542,11.0857142857143,2,0,0,0,0,0,0,0,0
500,3000,7,23286,2,2,2,2,2,2,2,2,371,11.0857142857143,0,0,0,0,0,0,0,0,0
2000,5100,86,382119,66,32,66,66,42,21,42,42,535,11.0857142857143,0,2,0,0,1,0,0,1,0
210000,8700,44,4692569,143,68,143,143,100,45,100,100,11,18,3,0,0,0,1,0,0,1,1
500,6000,12,216245,11,3,11,11,8,3,8,8,1230,11.0857142857143,2,0,0,0,0,0,0,0,0
2000,4400,42,6661,12,3,12,12,6,2,6,6,244,11.0857142857143,0,0,0,0,0,0,0,0,0
19000,9000,64,233160,27,14,27,27,19,13,19,19,48,11.0857142857143,0,0,0,0,1,0,0,0,0
10000,8300,125,58238,196,24,196,196,171,14,171,171,536,11.0857142857143,0,0,0,0,1,0,0,1,0
500,6200,20,8229,2,1,2,2,2,1,2,2,1470,11.0857142857143,0,0,0,0,0,0,0,0,0
6000,7500,97,132449,36,19,36,36,21,11,21,21,193,11.0857142857143,4,0,0,0,1,0,0,1,0
6000,7200,75,225894,36,13,36,36,21,11,21,21,533,11.0857142857143,2,0,0,0,1,0,0,0,0
2000,7800,23,440417.6367713,2,1,2,2,2,1,2,2,644,11.0857142857143,0,0,0,0,1,0,0,1,0
500,7200,92,81138,27,11,27,27,20,10,20,20,582,11.0857142857143,3,0,0,0,1,0,0,0,0
84000,8500,41,1480378,101,58,101,101,57,35,57,57,46,11.0857142857143,3,0,0,0,1,0,0,1,0
2000,5800,61,18465,16,8,16,16,12,6,12,12,18,11.0857142857143,0,0,0,0,0,0,0,0,0
2000,7100,63,65248,2,2,2,2,2,2,2,2,30,11.0857142857143,2,0,0,0,0,0,0,0,0
2000,7100,73,440417.6367713,2,1,2,2,2,1,2,2,644,11.0857142857143,0,0,0,0,1,0,0,0,0
2000,7000,89,6532,11,5,11,11,6,4,6,6,693,11.0857142857143,0,0,0,0,0,0,0,0,0
23000,8300,37,171279,131,28,131,131,103,22,103,103,51,11.0857142857143,0,0,0,0,0,0,0,0,0
NA,6987.22826086957,62.2247644683715,275,17,10,17,17,17,10,17,17,432,11.0857142857143,0,0,0,0,1,0,0,1,1
124000,8400,64,1480378,95,50,95,95,56,29,56,56,46,11.0857142857143,3,0,0,0,1,0,0,1,0
6000,8700,114,28006,11,3,11,11,9,3,9,9,225,8,0,0,0,0,1,0,0,1,0
2000,6800,58,15055,2,1,2,2,1,0,1,1,34,11.0857142857143,2,0,0,0,0,0,0,0,0
500,5200,9,2,3,0,3,3,1,0,1,1,854,11.0857142857143,0,0,0,0,1,0,0,1,0
24000,8600,85,243024,91,36,91,91,66,33,66,66,104,11.0857142857143,0,0,0,0,1,0,0,1,1
500,5200,81,670,1,0,1,1,1,0,1,1,1008,11.0857142857143,3,0,0,0,0,0,0,0,0
3000,8100,56,1602,12,5,12,12,4,2,4,4,1483,11.0857142857143,3,0,0,0,1,0,0,1,0
500,6500,45,15055,4,1,4,4,1,0,1,1,34,11.0857142857143,4,0,0,0,0,0,0,0,0
8000,4500,6,144409,13,0,13,13,4,0,4,4,1491,11.0857142857143,0,0,0,0,0,0,0,0,0
